Month of Date,City,Number of Active Flights,Increase Percentage
2020-07-01,Kansas City,62,-0.7954545454545454
2020-08-01,Kansas City,70,-0.7954545454545454
2020-09-01,Kansas City,50,-0.7954545454545454
2020-10-01,Kansas City,54,-0.7954545454545454
2020-11-01,Kansas City,54,-0.7954545454545454
2020-12-01,Kansas City,66,-0.7954545454545454
2021-01-01,Kansas City,36,-0.7954545454545454
2021-02-01,Kansas City,42,-0.7954545454545454
2021-03-01,Kansas City,60,-0.7954545454545454
2021-04-01,Kansas City,58,-0.7954545454545454
2021-05-01,Kansas City,68,-0.7954545454545454
2021-06-01,Kansas City,86,-0.7954545454545454
2021-07-01,Kansas City,62,-0.7954545454545454
2021-09-01,Kansas City,18,-0.7954545454545454
2021-10-01,Kansas City,14,-0.7954545454545454
2021-11-01,Kansas City,14,-0.7954545454545454
2021-12-01,Kansas City,8,-0.7954545454545454
2022-01-01,Kansas City,20,-0.7954545454545454
2022-02-01,Kansas City,12,-0.7954545454545454
2022-03-01,Kansas City,26,-0.7954545454545454
2022-04-01,Kansas City,12,-0.7954545454545454
2022-05-01,Kansas City,6,-0.7954545454545454
2022-06-01,Kansas City,8,-0.7954545454545454
2022-07-01,Kansas City,4,-0.7954545454545454
2022-08-01,Kansas City,10,-0.7954545454545454
2022-09-01,Kansas City,8,-0.7954545454545454
2022-10-01,Kansas City,18,-0.7954545454545454
2020-01-01,Jundiai,2,0.0
2020-03-01,Jundiai,4,0.0
2020-10-01,Jundiai,6,0.0
2020-11-01,Jundiai,4,0.0
2020-12-01,Jundiai,4,0.0
2021-02-01,Jundiai,2,0.0
2021-03-01,Jundiai,2,0.0
2021-04-01,Jundiai,2,0.0
2021-05-01,Jundiai,4,0.0
2021-06-01,Jundiai,2,0.0
2021-07-01,Jundiai,2,0.0
2021-08-01,Jundiai,2,0.0
2021-09-01,Jundiai,2,0.0
2021-10-01,Jundiai,4,0.0
2021-11-01,Jundiai,2,0.0
2021-12-01,Jundiai,2,0.0
2022-02-01,Jundiai,6,0.0
2022-03-01,Jundiai,8,0.0
2022-05-01,Jundiai,4,0.0
2022-06-01,Jundiai,2,0.0
2022-08-01,Jundiai,4,0.0
2022-09-01,Jundiai,2,0.0
2022-10-01,Jundiai,2,0.0
2020-01-01,Johannesburg,12,2.3333333333333335
2020-02-01,Johannesburg,10,2.3333333333333335
2020-03-01,Johannesburg,2,2.3333333333333335
2020-04-01,Johannesburg,2,2.3333333333333335
2020-07-01,Johannesburg,6,2.3333333333333335
2020-08-01,Johannesburg,4,2.3333333333333335
2020-09-01,Johannesburg,6,2.3333333333333335
2020-10-01,Johannesburg,12,2.3333333333333335
2020-11-01,Johannesburg,16,2.3333333333333335
2020-12-01,Johannesburg,20,2.3333333333333335
2021-01-01,Johannesburg,8,2.3333333333333335
2021-02-01,Johannesburg,8,2.3333333333333335
2021-03-01,Johannesburg,14,2.3333333333333335
2021-04-01,Johannesburg,30,2.3333333333333335
2021-05-01,Johannesburg,34,2.3333333333333335
2021-06-01,Johannesburg,28,2.3333333333333335
2021-07-01,Johannesburg,20,2.3333333333333335
2021-08-01,Johannesburg,18,2.3333333333333335
2021-09-01,Johannesburg,24,2.3333333333333335
2021-10-01,Johannesburg,32,2.3333333333333335
2021-11-01,Johannesburg,18,2.3333333333333335
2021-12-01,Johannesburg,34,2.3333333333333335
2022-01-01,Johannesburg,24,2.3333333333333335
2022-02-01,Johannesburg,20,2.3333333333333335
2022-03-01,Johannesburg,42,2.3333333333333335
2022-04-01,Johannesburg,32,2.3333333333333335
2022-05-01,Johannesburg,36,2.3333333333333335
2022-06-01,Johannesburg,32,2.3333333333333335
2022-07-01,Johannesburg,22,2.3333333333333335
2022-08-01,Johannesburg,22,2.3333333333333335
2022-09-01,Johannesburg,30,2.3333333333333335
2022-10-01,Johannesburg,40,2.3333333333333335
2020-01-01,Jersey,2,4.0
2020-02-01,Jersey,2,4.0
2020-03-01,Jersey,4,4.0
2020-05-01,Jersey,2,4.0
2020-06-01,Jersey,6,4.0
2020-07-01,Jersey,4,4.0
2020-08-01,Jersey,4,4.0
2020-09-01,Jersey,10,4.0
2020-10-01,Jersey,8,4.0
2020-12-01,Jersey,6,4.0
2021-01-01,Jersey,6,4.0
2021-02-01,Jersey,2,4.0
2021-03-01,Jersey,2,4.0
2021-04-01,Jersey,4,4.0
2021-05-01,Jersey,10,4.0
2021-06-01,Jersey,16,4.0
2021-07-01,Jersey,8,4.0
2021-08-01,Jersey,18,4.0
2021-09-01,Jersey,20,4.0
2021-10-01,Jersey,12,4.0
2021-11-01,Jersey,10,4.0
2021-12-01,Jersey,20,4.0
2022-01-01,Jersey,8,4.0
2022-02-01,Jersey,8,4.0
2022-03-01,Jersey,10,4.0
2022-04-01,Jersey,8,4.0
2022-05-01,Jersey,8,4.0
2022-06-01,Jersey,8,4.0
2022-07-01,Jersey,16,4.0
2022-08-01,Jersey,18,4.0
2022-09-01,Jersey,26,4.0
2022-10-01,Jersey,10,4.0
2020-01-01,Iwakuni,2,0.0
2020-02-01,Iwakuni,2,0.0
2020-07-01,Iwakuni,2,0.0
2020-08-01,Iwakuni,4,0.0
2020-11-01,Iwakuni,2,0.0
2021-01-01,Iwakuni,2,0.0
2021-06-01,Iwakuni,4,0.0
2021-07-01,Iwakuni,2,0.0
2021-09-01,Iwakuni,2,0.0
2021-10-01,Iwakuni,4,0.0
2021-11-01,Iwakuni,4,0.0
2022-01-01,Iwakuni,4,0.0
2022-03-01,Iwakuni,6,0.0
2022-04-01,Iwakuni,2,0.0
2022-06-01,Iwakuni,4,0.0
2022-09-01,Iwakuni,10,0.0
2022-10-01,Iwakuni,2,0.0
2020-01-01,Istanbul,78,1.6153846153846154
2020-02-01,Istanbul,72,1.6153846153846154
2020-03-01,Istanbul,50,1.6153846153846154
2020-04-01,Istanbul,14,1.6153846153846154
2020-05-01,Istanbul,22,1.6153846153846154
2020-06-01,Istanbul,18,1.6153846153846154
2020-07-01,Istanbul,26,1.6153846153846154
2020-08-01,Istanbul,64,1.6153846153846154
2020-09-01,Istanbul,94,1.6153846153846154
2020-10-01,Istanbul,102,1.6153846153846154
2020-11-01,Istanbul,74,1.6153846153846154
2020-12-01,Istanbul,62,1.6153846153846154
2021-01-01,Istanbul,80,1.6153846153846154
2021-02-01,Istanbul,104,1.6153846153846154
2021-03-01,Istanbul,106,1.6153846153846154
2021-04-01,Istanbul,108,1.6153846153846154
2021-05-01,Istanbul,112,1.6153846153846154
2021-06-01,Istanbul,148,1.6153846153846154
2021-07-01,Istanbul,198,1.6153846153846154
2021-08-01,Istanbul,230,1.6153846153846154
2021-09-01,Istanbul,172,1.6153846153846154
2021-10-01,Istanbul,138,1.6153846153846154
2021-11-01,Istanbul,150,1.6153846153846154
2021-12-01,Istanbul,180,1.6153846153846154
2022-01-01,Istanbul,144,1.6153846153846154
2022-02-01,Istanbul,136,1.6153846153846154
2022-03-01,Istanbul,158,1.6153846153846154
2022-04-01,Istanbul,164,1.6153846153846154
2022-05-01,Istanbul,196,1.6153846153846154
2022-06-01,Istanbul,216,1.6153846153846154
2022-07-01,Istanbul,218,1.6153846153846154
2022-08-01,Istanbul,148,1.6153846153846154
2022-09-01,Istanbul,174,1.6153846153846154
2022-10-01,Istanbul,204,1.6153846153846154
2020-01-01,Isle Of Man,4,0.5
2020-02-01,Isle Of Man,18,0.5
2020-03-01,Isle Of Man,2,0.5
2020-07-01,Isle Of Man,6,0.5
2020-08-01,Isle Of Man,4,0.5
2020-10-01,Isle Of Man,2,0.5
2021-03-01,Isle Of Man,2,0.5
2021-06-01,Isle Of Man,4,0.5
2021-08-01,Isle Of Man,6,0.5
2021-09-01,Isle Of Man,6,0.5
2021-10-01,Isle Of Man,10,0.5
2021-11-01,Isle Of Man,6,0.5
2021-12-01,Isle Of Man,10,0.5
2022-01-01,Isle Of Man,6,0.5
2022-02-01,Isle Of Man,6,0.5
2022-03-01,Isle Of Man,10,0.5
2022-04-01,Isle Of Man,6,0.5
2022-05-01,Isle Of Man,10,0.5
2022-06-01,Isle Of Man,8,0.5
2022-07-01,Isle Of Man,4,0.5
2022-08-01,Isle Of Man,6,0.5
2022-09-01,Isle Of Man,4,0.5
2022-10-01,Isle Of Man,6,0.5
2020-01-01,Innsbruck,6,0.0
2020-02-01,Innsbruck,4,0.0
2020-03-01,Innsbruck,6,0.0
2020-09-01,Innsbruck,4,0.0
2020-10-01,Innsbruck,2,0.0
2020-11-01,Innsbruck,4,0.0
2021-06-01,Innsbruck,4,0.0
2021-09-01,Innsbruck,2,0.0
2021-10-01,Innsbruck,10,0.0
2021-11-01,Innsbruck,4,0.0
2021-12-01,Innsbruck,8,0.0
2022-01-01,Innsbruck,4,0.0
2022-02-01,Innsbruck,16,0.0
2022-03-01,Innsbruck,8,0.0
2022-04-01,Innsbruck,6,0.0
2022-05-01,Innsbruck,4,0.0
2022-06-01,Innsbruck,8,0.0
2022-07-01,Innsbruck,6,0.0
2022-08-01,Innsbruck,8,0.0
2022-09-01,Innsbruck,6,0.0
2022-10-01,Innsbruck,6,0.0
2020-01-01,Ibiza,8,6.25
2020-02-01,Ibiza,10,6.25
2020-03-01,Ibiza,14,6.25
2020-04-01,Ibiza,2,6.25
2020-06-01,Ibiza,4,6.25
2020-07-01,Ibiza,32,6.25
2020-08-01,Ibiza,68,6.25
2020-09-01,Ibiza,26,6.25
2020-10-01,Ibiza,24,6.25
2020-11-01,Ibiza,8,6.25
2020-12-01,Ibiza,8,6.25
2021-01-01,Ibiza,8,6.25
2021-02-01,Ibiza,4,6.25
2021-03-01,Ibiza,10,6.25
2021-04-01,Ibiza,22,6.25
2021-05-01,Ibiza,42,6.25
2021-06-01,Ibiza,66,6.25
2021-07-01,Ibiza,78,6.25
2021-08-01,Ibiza,94,6.25
2021-09-01,Ibiza,94,6.25
2021-10-01,Ibiza,66,6.25
2021-11-01,Ibiza,18,6.25
2021-12-01,Ibiza,18,6.25
2022-01-01,Ibiza,24,6.25
2022-02-01,Ibiza,14,6.25
2022-03-01,Ibiza,22,6.25
2022-04-01,Ibiza,38,6.25
2022-05-01,Ibiza,42,6.25
2022-06-01,Ibiza,82,6.25
2022-07-01,Ibiza,96,6.25
2022-08-01,Ibiza,118,6.25
2022-09-01,Ibiza,82,6.25
2022-10-01,Ibiza,58,6.25
2020-01-01,Huntsville,2,16.0
2020-02-01,Huntsville,6,16.0
2020-03-01,Huntsville,6,16.0
2020-04-01,Huntsville,2,16.0
2020-07-01,Huntsville,4,16.0
2020-08-01,Huntsville,14,16.0
2020-09-01,Huntsville,14,16.0
2020-10-01,Huntsville,10,16.0
2020-11-01,Huntsville,4,16.0
2020-12-01,Huntsville,20,16.0
2021-01-01,Huntsville,14,16.0
2021-02-01,Huntsville,8,16.0
2021-03-01,Huntsville,24,16.0
2021-04-01,Huntsville,12,16.0
2021-05-01,Huntsville,22,16.0
2021-06-01,Huntsville,16,16.0
2021-07-01,Huntsville,22,16.0
2021-08-01,Huntsville,18,16.0
2021-09-01,Huntsville,20,16.0
2021-10-01,Huntsville,24,16.0
2021-11-01,Huntsville,12,16.0
2021-12-01,Huntsville,12,16.0
2022-01-01,Huntsville,10,16.0
2022-02-01,Huntsville,26,16.0
2022-03-01,Huntsville,18,16.0
2022-04-01,Huntsville,26,16.0
2022-05-01,Huntsville,16,16.0
2022-06-01,Huntsville,14,16.0
2022-07-01,Huntsville,8,16.0
2022-08-01,Huntsville,20,16.0
2022-09-01,Huntsville,18,16.0
2022-10-01,Huntsville,34,16.0
2020-01-01,Humberside,2,0.0
2020-03-01,Humberside,2,0.0
2021-07-01,Humberside,2,0.0
2021-09-01,Humberside,2,0.0
2021-12-01,Humberside,2,0.0
2022-03-01,Humberside,2,0.0
2022-04-01,Humberside,4,0.0
2022-06-01,Humberside,2,0.0
2022-07-01,Humberside,4,0.0
2022-08-01,Humberside,2,0.0
2022-09-01,Humberside,2,0.0
2022-10-01,Humberside,2,0.0
2020-01-01,Houston,312,-0.6474358974358975
2020-02-01,Houston,302,-0.6474358974358975
2020-03-01,Houston,316,-0.6474358974358975
2020-04-01,Houston,86,-0.6474358974358975
2020-05-01,Houston,60,-0.6474358974358975
2020-06-01,Houston,38,-0.6474358974358975
2020-07-01,Houston,44,-0.6474358974358975
2020-08-01,Houston,78,-0.6474358974358975
2020-09-01,Houston,30,-0.6474358974358975
2020-10-01,Houston,40,-0.6474358974358975
2020-11-01,Houston,28,-0.6474358974358975
2020-12-01,Houston,26,-0.6474358974358975
2021-01-01,Houston,36,-0.6474358974358975
2021-02-01,Houston,40,-0.6474358974358975
2021-03-01,Houston,44,-0.6474358974358975
2021-04-01,Houston,74,-0.6474358974358975
2021-05-01,Houston,64,-0.6474358974358975
2021-06-01,Houston,68,-0.6474358974358975
2021-07-01,Houston,76,-0.6474358974358975
2021-08-01,Houston,84,-0.6474358974358975
2021-09-01,Houston,70,-0.6474358974358975
2021-10-01,Houston,102,-0.6474358974358975
2021-11-01,Houston,94,-0.6474358974358975
2021-12-01,Houston,80,-0.6474358974358975
2022-01-01,Houston,92,-0.6474358974358975
2022-02-01,Houston,98,-0.6474358974358975
2022-03-01,Houston,168,-0.6474358974358975
2022-04-01,Houston,214,-0.6474358974358975
2022-05-01,Houston,276,-0.6474358974358975
2022-06-01,Houston,154,-0.6474358974358975
2022-07-01,Houston,136,-0.6474358974358975
2022-08-01,Houston,150,-0.6474358974358975
2022-09-01,Houston,82,-0.6474358974358975
2022-10-01,Houston,110,-0.6474358974358975
2020-01-01,Hong Kong,194,-0.7731958762886598
2020-02-01,Hong Kong,116,-0.7731958762886598
2020-03-01,Hong Kong,78,-0.7731958762886598
2020-04-01,Hong Kong,56,-0.7731958762886598
2020-05-01,Hong Kong,88,-0.7731958762886598
2020-06-01,Hong Kong,72,-0.7731958762886598
2020-07-01,Hong Kong,96,-0.7731958762886598
2020-08-01,Hong Kong,86,-0.7731958762886598
2020-09-01,Hong Kong,78,-0.7731958762886598
2020-10-01,Hong Kong,80,-0.7731958762886598
2020-11-01,Hong Kong,108,-0.7731958762886598
2020-12-01,Hong Kong,84,-0.7731958762886598
2021-01-01,Hong Kong,96,-0.7731958762886598
2021-02-01,Hong Kong,40,-0.7731958762886598
2021-03-01,Hong Kong,84,-0.7731958762886598
2021-04-01,Hong Kong,72,-0.7731958762886598
2021-05-01,Hong Kong,60,-0.7731958762886598
2021-06-01,Hong Kong,56,-0.7731958762886598
2021-07-01,Hong Kong,72,-0.7731958762886598
2021-08-01,Hong Kong,102,-0.7731958762886598
2021-09-01,Hong Kong,76,-0.7731958762886598
2021-10-01,Hong Kong,38,-0.7731958762886598
2021-11-01,Hong Kong,58,-0.7731958762886598
2021-12-01,Hong Kong,54,-0.7731958762886598
2022-01-01,Hong Kong,54,-0.7731958762886598
2022-02-01,Hong Kong,30,-0.7731958762886598
2022-03-01,Hong Kong,26,-0.7731958762886598
2022-04-01,Hong Kong,28,-0.7731958762886598
2022-05-01,Hong Kong,34,-0.7731958762886598
2022-06-01,Hong Kong,78,-0.7731958762886598
2022-07-01,Hong Kong,38,-0.7731958762886598
2022-08-01,Hong Kong,28,-0.7731958762886598
2022-09-01,Hong Kong,60,-0.7731958762886598
2022-10-01,Hong Kong,44,-0.7731958762886598
2020-01-01,Hohn,4,0.0
2020-02-01,Hohn,2,0.0
2020-03-01,Hohn,2,0.0
2020-04-01,Hohn,2,0.0
2020-05-01,Hohn,4,0.0
2020-07-01,Hohn,2,0.0
2020-09-01,Hohn,4,0.0
2020-12-01,Hohn,2,0.0
2021-01-01,Hohn,6,0.0
2021-02-01,Hohn,2,0.0
2021-03-01,Hohn,4,0.0
2021-05-01,Hohn,2,0.0
2021-06-01,Hohn,2,0.0
2021-08-01,Hohn,2,0.0
2021-09-01,Hohn,2,0.0
2021-10-01,Hohn,2,0.0
2021-11-01,Hohn,2,0.0
2021-12-01,Hohn,2,0.0
2022-03-01,Hohn,4,0.0
2022-04-01,Hohn,6,0.0
2022-06-01,Hohn,2,0.0
2022-07-01,Hohn,2,0.0
2022-09-01,Hohn,2,0.0
2022-10-01,Hohn,4,0.0
2020-01-01,Hiroshima,8,1.0
2020-02-01,Hiroshima,14,1.0
2020-03-01,Hiroshima,10,1.0
2020-05-01,Hiroshima,4,1.0
2020-06-01,Hiroshima,6,1.0
2020-07-01,Hiroshima,2,1.0
2020-08-01,Hiroshima,2,1.0
2020-09-01,Hiroshima,8,1.0
2020-10-01,Hiroshima,2,1.0
2020-11-01,Hiroshima,6,1.0
2020-12-01,Hiroshima,14,1.0
2021-01-01,Hiroshima,8,1.0
2021-02-01,Hiroshima,6,1.0
2021-03-01,Hiroshima,14,1.0
2021-04-01,Hiroshima,4,1.0
2021-05-01,Hiroshima,2,1.0
2021-06-01,Hiroshima,8,1.0
2021-07-01,Hiroshima,8,1.0
2021-08-01,Hiroshima,8,1.0
2021-09-01,Hiroshima,10,1.0
2021-10-01,Hiroshima,6,1.0
2021-11-01,Hiroshima,12,1.0
2021-12-01,Hiroshima,10,1.0
2022-01-01,Hiroshima,16,1.0
2022-02-01,Hiroshima,10,1.0
2022-03-01,Hiroshima,8,1.0
2022-04-01,Hiroshima,12,1.0
2022-05-01,Hiroshima,8,1.0
2022-06-01,Hiroshima,12,1.0
2022-07-01,Hiroshima,8,1.0
2022-08-01,Hiroshima,20,1.0
2022-09-01,Hiroshima,10,1.0
2022-10-01,Hiroshima,16,1.0
2020-01-01,Hillsboro,2,1.0
2020-02-01,Hillsboro,6,1.0
2020-04-01,Hillsboro,2,1.0
2020-07-01,Hillsboro,2,1.0
2020-11-01,Hillsboro,2,1.0
2020-12-01,Hillsboro,4,1.0
2021-01-01,Hillsboro,2,1.0
2021-04-01,Hillsboro,2,1.0
2021-06-01,Hillsboro,2,1.0
2021-07-01,Hillsboro,4,1.0
2021-09-01,Hillsboro,4,1.0
2021-10-01,Hillsboro,2,1.0
2021-11-01,Hillsboro,2,1.0
2021-12-01,Hillsboro,2,1.0
2022-03-01,Hillsboro,2,1.0
2022-04-01,Hillsboro,6,1.0
2022-05-01,Hillsboro,2,1.0
2022-06-01,Hillsboro,4,1.0
2022-08-01,Hillsboro,2,1.0
2022-09-01,Hillsboro,2,1.0
2022-10-01,Hillsboro,4,1.0
2020-01-01,Henderson,2,0.0
2020-02-01,Henderson,2,0.0
2020-04-01,Henderson,2,0.0
2020-07-01,Henderson,2,0.0
2020-08-01,Henderson,4,0.0
2020-10-01,Henderson,2,0.0
2020-11-01,Henderson,2,0.0
2021-01-01,Henderson,2,0.0
2021-03-01,Henderson,4,0.0
2021-06-01,Henderson,2,0.0
2021-08-01,Henderson,2,0.0
2021-09-01,Henderson,4,0.0
2021-11-01,Henderson,2,0.0
2021-12-01,Henderson,2,0.0
2022-01-01,Henderson,2,0.0
2022-03-01,Henderson,4,0.0
2022-04-01,Henderson,2,0.0
2022-05-01,Henderson,6,0.0
2022-08-01,Henderson,4,0.0
2022-09-01,Henderson,4,0.0
2022-10-01,Henderson,2,0.0
2020-01-01,Helsinki,84,-0.023809523809523808
2020-02-01,Helsinki,70,-0.023809523809523808
2020-03-01,Helsinki,66,-0.023809523809523808
2020-04-01,Helsinki,14,-0.023809523809523808
