,ICAO,Airline,Country/Region
4580,CFN,RAF Church Fenton,United Kingdom
4581,COH,RAF Coltishall,United Kingdom
4582,CBY,RAF Coningsby,United Kingdom
4583,COT,RAF Cottesmore,United Kingdom
4584,CWL,RAF Cranwell,United Kingdom
4585,KIN,RAF Kinloss,United Kingdom
4586,LEE,RAF Leeming,United Kingdom
4587,LCS,RAF Leuchars,United Kingdom
4588,LOP,RAF Linton-on-Ouse,United Kingdom
4589,LOS,RAF Lossiemouth,United Kingdom
4590,MRH,RAF Marham,United Kingdom
4591,NWO,RAF Northwood,United Kingdom
4592,SMZ,RAF Scampton,United Kingdom
4593,STN,RAF St Athan,United Kingdom
4594,SMG,RAF St Mawgan Search and Rescue,United Kingdom
4595,TOF,RAF Topcliffe Flying Training Unit,United Kingdom
4596,VYT,RAF Valley Flying Training Unit,United Kingdom
4597,VLL,RAF Valley SAR Training Unit,United Kingdom
4598,WAD,RAF Waddington,United Kingdom
4599,WIT,RAF Wittering,United Kingdom
4600,MTL,RAF-Avia,Latvia
4601,WES,Rainbow International Airlines,United States
4602,RJT,RA Jet Aeroservicios,Mexico
4603,RAJ,Raji Airlines,Pakistan
4604,RKM,RAK Airways,United Arab Emirates
4605,RFA,Raleigh Flying Service,United States
4606,REX,Ram Air Freight,United States
4607,RMT,Ram Aircraft Corporation,United States
4608,PPK,Ramp 66,United States
4609,RGM,Rangemile Limited,United Kingdom
4610,MWR,Raslan Air Service,Egypt
4611,RAQ,Rath Aviation,Austria
4612,CSM,Ratkhan Air,Kazakhstan
4613,RVR,Raven Air,United Kingdom
4614,RVN,Raven Air,United States
4615,RVF,Ravn Alaska,United States
4616,REI,Ray Aviation,Israel
4617,RYT,Raya Jet,Jordan
4618,RTN,Raytheon Aircraft Company,United States
4619,RCJ,Raytheon Corporate Jets,United Kingdom
4620,KSS,Raytheon Travel Air,United States
4621,RCB,Real Aero Club De Baleares,Spain
4622,CDT,Real Aero Club de Reus-Costa Dorado,Spain
4623,RCD,Real Aeroclub De Tenerife,Spain
4624,VCB,Real Aero Club de Vizcaya,Spain
4625,RLV,Real Aviation,Ghana
4626,REB,Rebus,Bulgaria
4627,RTO,Rectimo Air Transports,France
4628,RIX,Rectrix Aviation,United States
4629,PSH,Red Aviation,United Kingdom
4630,RBN,Red Baron Aviation,United States
4631,DEV,Red Devils Parachute Display Team,United Kingdom
4632,RDV,Red Sea Aviation,Egypt
4633,RSV,Red Sky Ventures,Namibia
4634,STR,Red Star,United Arab Emirates
4635,RHC,Redhill Aviation,United Kingdom
4636,VRD,Virgin America,United States
4637,RAV,Reed Aviation,United Kingdom
4638,REF,Reef Air,New Zealand
4639,REK,Reem Air,Kyrgyzstan
4640,RVV,Reeve Aleutian Airways,United States
4641,RBH,Regal Bahamas International Airways,Bahamas
4642,RGY,Regency Airlines,United States
4643,RAH,Regent Air,Canada
4644,RGE,Regent Airways,Bangladesh
4645,RAG,Regio Air,Germany
4646,RGR,Region Air,Canada
4647,RAE,Régional,France
4648,TSH,"R1 Airlines, previously Regional 1",Canada
4649,RIL,Regional Air,Mauritania
4650,REW,Regional Air Express,Germany
4651,REG,Regional Air Services,Tanzania
4652,RGL,Regional Air Lines,Morocco
4653,RXA,Regional Express,Australia
4654,JJM,Regional Geodata Air,Spain
4655,REP,Regional Paraguaya,Paraguay
4656,CEA,RegionsAir,United States
4657,REL,Reliance Aviation,United States
4658,RLT,Reliant Airlines,United States
4659,RTS,Relief Transport Services,United Kingdom
4660,RAN,Renan,Moldova
4661,ROA,Reno Air,United States
4662,RGS,Renown Aviation,United States
4663,REP,Republic Airlines,United States
4664,RPA,Republic Airways,United States
4665,RPH,Republic Express Airlines,Indonesia
4666,RBC,Republicair,Mexico
4667,RST,Resort Air,United States
4668,RUT,Reut Airways,Israel
4669,RGV,RG Aviation,Venezuela
4670,RDS,Rhoades Aviation,United States
4671,RIU,Riau Airlines,Indonesia
4672,RIA,Rich International Airways,United States
4673,RVC,Richards Aviation,United States
4674,RIC,Richardson's Airway,United States
4675,RCA,Richland Aviation,United States
4676,WHH,Richy Skylark,Sri Lanka
4677,HPR,Rick Lucas Helicopters,New Zealand
4678,RLE,Rico Linhas Aéreas,Brazil
4679,RID,Ridder Avia,Kazakhstan
4680,RAK,Riga Airclub,Latvia
4681,RAZ,Rijnmond Air Services,Netherlands
4682,POL,Rikspolisstyrelsen,Sweden
4683,RIM,Rimrock Airlines,United States
4684,SKA,Rio Air Express,Brazil
4685,REO,Rio Airways,United States
4686,GRN,Rio Grande Air,United States
4687,RIO,Rio Linhas Aéreas,Brazil
4688,RSL,Rio Sul Serviços Aéreos Regionais,Brazil
4689,RVM,River Ministries Air Charter,South Africa
4690,RGP,River State Government of Nigeria,Nigeria
4691,UNR,Rivne Universal Avia,Ukraine
4692,RDL,Roadair Lines,Canada
4693,RBT,Robinton Aero,Dominican Republic
4694,RBY,Vision Airlines,United States
4695,ROX,Roblex Aviation,United States
4696,RKW,Rockwell Collins Avionics,United States
4697,ROC,Rocky Mountain Airlines,Canada
4698,RMA,Rocky Mountain Airways,United States
4699,LIF,Rocky Mountain Holdings,United States
4700,RDZ,Rodze Air,Nigeria
4701,FAD,Rog-Air,Canada
4702,RRZ,Rollright Aviation,United Kingdom
4703,RRL,Rolls-Royce Limited,United Kingdom
4704,BTU,Rolls-Royce plc,United Kingdom
4705,ROF,Romanian Air Force,Romania
4706,RMV,Romavia,Romania
4707,RNS,Ronso,Mexico
4708,ROR,Roraima Airways,Guyana
4709,KRS,Rosen Aviation,Japan
4710,RNB,Rosneft-Baltika,Russia
4711,NRG,Ross Aviation,United States
4712,RFS,Rossair,Australia
4713,RSS,Rossair,South Africa
4714,ROS,Rossair Europe,Netherlands
4715,SDM,Rossiya,Russia
4716,RAL,Roswell Airlines,United States
4717,RAR,Air Rarotonga,Cook Islands
4718,RTR,Rotatur,Brazil
4719,RKT,Rotormotion,United Kingdom
4720,JCR,Rotterdam Jet Center,Netherlands
4721,ROV,Rover Airways International,United States
4722,VOS,Rovos Air,South Africa
4723,RCG,Royal Air Cargo,South Africa
4724,RFR,Royal Air Force,United Kingdom
4725,MJN,Royal Air Force of Oman,Oman
4726,ACW,Royal Air Force,United Kingdom
4727,RRR,Royal Air Force,United Kingdom
4728,RRF,Royal Air Force,United Kingdom
4729,SHF,Royal Air Force,United Kingdom
4730,RAX,Royal Air Freight,United States
4731,RAM,Royal Air Maroc,Morocco
4732,RPK,Royal Airlines,Pakistan
4733,RLM,Royal American Airways,United States
4734,RYL,Royal Aruban Airlines,Aruba
4735,ASY,Royal Australian Air Force,Australia
4736,RXP,Royal Aviation Express,Canada
4737,RYB,Royal Bahrain Airlines,Bahrain
4738,RBA,Royal Brunei Airlines,Brunei
4739,KDR,Royal Daisy Airlines,Uganda
4740,RGA,Royal Ghanaian Airlines,Ghana
4741,ROJ,Royal Jet,United Arab Emirates
4742,RJA,Royal Jordanian,Jordan
4743,RJZ,Royal Jordanian Air Force,Jordan
4744,RCT,Skyview Airways,THAILAND
4745,RKH,Royal Khmer Airlines,Cambodia
4746,RMF,Royal Malaysian Air Force,Malaysia
4747,NVY,Royal Navy,United Kingdom
4748,NRN,Royal Netherland Navy,Netherlands
4749,NAF,Royal Netherlands Air Force,Netherlands
4750,KIW,Royal New Zealand Air Force,New Zealand
4751,NOW,Royal Norwegian Air Force,Norway
4752,ROP,Royal Oman Police,Oman
4753,PPW,Royal Phnom Penh Airways,Cambodia
4754,RRA,Royal Rwanda Airlines,Rwanda
4755,RSF,Royal Saudi Air Force,Saudi Arabia
4756,RYS,Buzz (Ryanair),Poland
4757,RSN,Royal Swazi National Airways,Eswatini
4758,HRH,Royal Tongan Airlines,Tonga
4759,RWE,Royal West Airlines,United States
4760,RSB,Rubystar,Belarus
4761,RLH,Ruili Airlines,China
4762,RMG,Rumugu Air & Space Nigeria,Nigeria
4763,RUR,Rusaero,Russia
4764,KLE,Rusaero,Russia
4765,CGI,Rusair JSAC,Russia
4766,RUH,Rusich-T,Russia
4767,RLU,Rusline,Russia
4768,MIG,Russian Aircraft Corporation-MiG,Russia
4769,RFF,Russian Federation Air Force,Russia
4770,ESL,Russian Sky Airlines,Russia
4771,RUZ,Rusuertol,Russia
4772,RUC,Rutas Aéreas,Venezuela
4773,RND,Rutland Aviation,United Kingdom
4774,RUA,Rwanda Airlines,Rwanda
4775,RWA,Rwanda Airways,Rwanda
4776,RWD,Rwandair Express,Rwanda
4777,RWL,RWL Luftfahrtgesellschaft,Germany
4778,RCT,Ryan Air Services,United States
4779,RYN,Ryan International Airlines,United States
4780,RYR,Ryanair,Ireland
4781,RUK,Ryanair UK,United Kingdom
4782,RYZ,Ryazan State Air Enterprise,Russia
4783,RAA,Rynes Aviation,United States
4784,REV,RVL Group,United Kingdom
4785,BUG,UVT Aero,Russia
4786,OMN,Servicios Aereos Ominia,Mexico
4787,SEN,Servicios de Aviacion Sierra,Mexico
4788,SGC,SGC Aviation,Austria
4789,SCJ,Siamjet Aviation,Thailand
4790,SIX,Sixt Rent A Car,United States
4791,SOG,Solenta Aviation Ghana,Ghana
4792,QSR,SR Jet,China
4793,KBN,Spiracha Aviation,Thailand
4794,CBN,"Southern Illinois University as ""Aviation Flight""",United States
4795,IBG,Springfield Air,United States
4796,BZQ,Seneca College,Canada
4797,BVV,Sparc Avia,Russia
4798,SJM,Sino Jet Management,China
4799,SCH,Seychelles Airlines,Seychelles
4800,SXT,Servicios de Taxi Aereos,Mexico
4801,TGW,Scoot,Singapore
4802,SJO,Spring Airlines Japan,Japan
4803,SBD,SIBIA Aircompany Ltd,Russia
4804,ART,Smartlynx Airlines,Latvia
4805,MYX,Smartlynx Airlines Estonia,Estonia
4806,TVS,Smartwings,Czech Republic
4807,TVL,Smartwings Hungary,Hungary
4808,TVP,Smartwings Poland,Poland
4809,TVQ,Smartwings Slovakia,Slovakia
4810,DES,Servicios Aereos Especializados Destina,Mexico
4811,LSV,Slovenian Ministry of Defence,Slovenia
4812,FUF,Servicios Aereos Fun Fly,Mexico
4813,VGO,Sabaidee Airways,Thailand
4814,SAQ,Safe Air Company,Kenya
4815,SMU,Sanborn Map Company,United States
4816,RBR,Siam Airnet,Thailand
4817,SVB,Siavia,Slovenia
4818,MHQ,Skargardshavets Helikoptertjanst,Finland
4819,BIS,Sky Bishek,Kyrgyzstan
4820,SYH,Sky Handling,Ukraine
4821,KYE,Sky Lease Cargo,United States
4822,KPM,Sky Prim Air,Molodva
4823,BSJ,Skybus Jet,Bahamas
4824,SGR,SkyGreece Airlines,Greece
4825,USW,Special Aviation Works,Uzbekistan
4826,SHA,Sharp Airlines,Australia
4827,SHA,Shree Airlines,Nepal
4828,AWU,Sylt Air GmbH,Germany
4829,BDS,South Asian Airlines,Bangladesh
4830,SZB,Samoa Air,Samoa
4831,BEC,State Air Company Berkut,Kazakhstan
4832,RZO,SATA International,Portugal
4833,SAA,South African Airways,South Africa
4834,KYD,Sky Messaging,South Africa
4835,SAB,Sky Way Air,Kyrgyzstan
4836,SKV,Sky Regional Airlines,Canada
4837,SAC,SASCO Airlines,Sudan
4838,SAG,SOS Flygambulans,Sweden
4839,SAH,Sayakhat Airlines,Kazakhstan
4840,SAI,Shaheen Air,Pakistan
4841,SAM,SAM Colombia,Colombia
4842,SAN,Servicios Aéreos Nacionales (SAN),Ecuador
4843,SAO,Sahel Aviation Service,Mali
4844,ANX,Secretaria de Marina,Mexico
4845,SAQ,Springbank Aviation,Canada
4846,SAS,Scandinavian Airlines,"Sweden, Denmark and Norway"
4847,SAV,Samal Air,Kazakhstan
4848,SAW,Sham Wing Airlines,Syrian Arab Republic
4849,SAX,Sabah Air,Malaysia
4850,SAY,ScotAirways,United Kingdom
4851,SAZ,Swiss Air-Ambulance,Switzerland
4852,SBA,SOL Linhas Aéreas,Brazil
4853,SGU,Sol del Paraguay,Paraguay
4854,SBA,STA-MALI,Mali
4855,SBB,Steinman Aviation,United States
4856,SEN,SevenAir,United States
4857,SBF,Seven Bar Flying Service,Tunisia
4858,SBG,Sabre Incorporated,United States
4859,SBI,S7 Airlines,Russia
4860,SBL,Sobel Airlines of Ghana,Ghana
4861,SBM,SkyBahamas,Bahamas
4862,SBO,Stabo Air,Zambia
4863,SBQ,SmithKline Beecham Clinical Labs,United States
4864,SBR,Saber Aviation,United States
4865,SBS,Seaborne Airlines,United States
4866,SBU,St Barth Commuter,France
4867,URJ,Star Air,Pakistan
4868,SDG,Star Air (India),India
4869,SJX,Starlux Airlines,Taiwan
4870,SBZ,Scibe Airlift,Democratic Republic of the Congo
4871,AME,Spanish Air Force,Spain
4872,SCA,South Central Air,United States
4873,SCC,Seacoast Airlines,United States
4874,SQH,SeaPort Airlines,United States
4875,SCE,Scenic Airlines,United States
4876,SCF,Socofer,Angola
4877,SCI,Servicios Aéreos San Cristóbal,Mexico
4878,SCK,Sky Cam,France
4879,SCL,Switfair Cargo,Canada
4880,SCB,Saigon Capital Aircraft Management,Netherlands
4881,SCN,South American Airlines,Peru
4882,AHI,Servicios Aéreos de Chihuahua Aerochisa,Mexico
4883,AND,Servicios Aéreos de los Andes,Peru
4884,SCP,Scorpio Aviation,Egypt
4885,SCQ,OSM Aviation Academy,"Norway, Sweden and San Diego"
4886,SIC,SFS Aviation,Thailand
4887,SCR,Silver Cloud Air,Germany
4888,SCS,South African Non Scheduled Airways,South Africa
4889,SCT,SAAB-Aircraft,Sweden
4890,SCV,Servicios Aéreos Del Centro,Mexico
4891,SCX,Sun Country Airlines,United States
4892,SDA,St. Andrews Airways,Canada
4893,SDB,Sukhoi Design Bureau Company,Russia
4894,SDC,Sunrise Airlines,United States
4895,SDD,Skymaster Air Taxi,United States
4896,SDE,Air Partners Corp.,Canada
4897,SDF,Sundorph Aeronautical Corporation,United States
4898,SDH,Servicio De Helicopteros,Spain
4899,SDK,SADELCA - Sociedad Aérea Del Caquetá,Colombia
4900,SDL,Skydrift,United Kingdom
4901,SDN,Spirit of Africa Airlines,Sudan
4902,SDU,Sud Airlines,France
4903,SDV,Servicios Aéreos Del Vaupes,Colombia
4904,SDX,Servicio Tecnico Aero De Mexico,Mexico
4905,SDZ,Sudan Pezetel for Aviation,Sudan
4906,SEA,Southeast Air,United States
4907,SEB,Servicios Aéreos Luce,Mexico
4908,SED,Sedona Air Center,United States
4909,SEE,Shaheen Air Cargo,Pakistan
4910,SEH,Sky Express,Greece
4911,SEJ,Spicejet,India
4912,SEK,Skyjet,Kazakhstan
4913,SEL,Sentel Corporation,United States
4914,SEO,Selcon Airlines,Nigeria
4915,SEQ,Sky Eyes,Thailand
4916,SES,Servicio Aéreo Saltillo,Mexico
4917,SET,SAETA,Ecuador
4918,SEV,Serair Transworld Press,Spain
4919,SFA,SEFA,France
4920,SFC,Shuswap Flight Centre,Canada
4921,SFE,Sefofane Air Charters,Botswana
4922,SFF,Safewings Aviation Company,United States
4923,SFG,Sun Freight Logistics,Thailand
4924,SFJ,Star Flyer,Japan
4925,SFL,Southflight Aviation,New Zealand
4926,SFN,Safiran Airlines,Iran
4927,SFP,Safe Air,Pakistan
4928,SFR,Safair,South Africa
4929,SFS,Southern Frontier Air Transport,Canada
4930,SFT,Skyfreight,United States
4931,SFU,Solent Flight,United Kingdom
4932,SFX,S.K. Logistics,United States
4933,SGB,"Sky King, Inc.",United States
4934,SGC,Southern Right Air Charter,South Africa
4935,SGD,Sky Gate International Aviation,Kyrgyzstan
4936,SGF,STAC Swiss Government Flights,Switzerland
4937,SGH,Servisair,United Kingdom
4938,SGI,Servicios Aéreos Agrícolas,Chile
4939,SGK,Skyward Aviation,Canada
4940,SGM,Sky Aircraft Service,Netherlands
4941,SGN,Siam GA,Thailand
4942,SGP,Sagolair Transportes Ejecutivos,Spain
4943,SGS,Saskatchewan Government Executive Air Service,Canada
4944,SGT,Skygate,Netherlands
4945,SGU,Samgau,Kazakhstan
4946,SGX,Saga Airlines,Turkey
4947,SGY,Skagway Air Service,United States
4948,SHB,Shabair,Democratic Republic of the Congo
4949,SHC,Sky Harbor Air Service,United States
4950,SHD,Sahara Airlines,Algeria
4951,SHE,Shell Aircraft,United Kingdom
4952,SHG,Shoprite Group,United Kingdom
4953,SHJ,Sharjah Ruler's Flight,United Arab Emirates
4954,SHK,Shorouk Air,Egypt
4955,SHL,Samson Aviation,United Kingdom
4956,SHM,Sheltam Aviation,South Africa
4957,SHN,Shaheen Airport Services,Pakistan
4958,SHO,Sheremetyevo-Cargo,Russia
4959,SHP,Service Aerien Francais,France
4960,SHQ,Shanghai Airlines Cargo,China
4961,SHR,Shooter Air Courier,Canada
4962,SHS,Shura Air Transport Services,Ethiopia
4963,SHU,Sakhalinskie Aviatrassy (SAT),Russia
4964,SAT,SATA Air Acores,Portugal
4965,SHV,Shavano Air,United States
4966,SHW,Shawnee Airline,United States
4967,SHX,Slim Aviation Services,Nigeria
4968,SHY,Sky Airlines,Turkey
4969,SIA,Singapore Airlines,Singapore
4970,SIB,Sibaviatrans,Russia
4971,SIE,Sierra Express,United States
4972,SIH,Skynet Airlines,Ireland
4973,SIJ,Seco International,Japan
4974,SIL,Silver Airways,United States
4975,SIL,Servicios Aeronáuticos Integrales,Mexico
4976,SIM,Star Air,Sierra Leone
4977,SIO,Sirio (airline),Italy
4978,SIR,Salair,United States
4979,SIS,Saber Airlines,Egypt
4980,SIT,SITA,Belgium
4981,SIV,Slovenian Armed Forces,Slovenia
4982,SIW,Sirio Executive,Italy
4983,SJA,Servicios Aéreos Especiales De Jalisco,Mexico
4984,SJC,Servicios Ejecutivos Continental,Mexico
4985,SJE,Sunair 2001,South Africa
4986,SJJ,Spirit Aviation,United States
4987,SJL,Servicios Especiales Del Pacifico Jalisco,Mexico
4988,SJT,Swiss Jet,Switzerland
4989,SJY,Sriwijaya Air,Indonesia
4990,SMY,Sama Airlines,Saudi Arabia
4991,ALC,"Southern Jersey Airways, Inc.",United States
4992,SPS,SPASA,Spain
4993,SPT,Speed Aviation,Bangladesh
4994,SPU,Southeast Airmotive,United States
4995,SPV,Servicios Privados De Aviación,Mexico
4996,SPW,Speedwings,Switzerland
4997,SPX,Service People Gesellschaft für Charter und Service,Germany
4998,SQA,Slovak National Aeroclub,Slovakia
4999,SQC,Singapore Airlines Cargo,Singapore
5000,SQF,Slovak Air Force,Slovakia
5001,SQL,Servicos De Alquiler,Mexico
5002,SRA,Sair Aviation,Canada
5003,SRC,Searca,Colombia
5004,SRH,Siem Reap Airways,Cambodia
5005,SRK,Sky Work Airlines,Switzerland
5006,SRL,Swedline Express,Sweden
5007,SRL,Servicios Aeronáuticos Aero Personal,Mexico
5008,SRN,Sirair,Russia
5009,SRO,Servicios Aéreos Ejecutivos Saereo,Ecuador
5010,SRQ,South East Asian Airlines,Philippines
5011,SRS,Selkirk Remote Sensing,Canada
5012,SRU,Star Up,Peru
5013,SRW,Sarit Airlines,Sudan
5014,SRX,Sierra Expressway Airlines,United States
5015,SRZ,Strato Air Services,South Africa
5016,SSB,Sasair,Canada
5017,SSC,Southern Seaplane,United States
5018,SSD,Star Service International,France
5019,SSE,Servicios Aéreos Sunset,Mexico
5020,SSF,Severstal Air Company,Russia
5021,SSG,Slovak Government Flying Service,Slovakia
5022,BBB,SwedJet Airways,Sweden
5023,SSK,Skystar International,United States
5024,SSO,Special Scope Limited,United Kingdom
5025,SSP,Starspeed,United Kingdom
5026,SSQ,Sunstate Airlines,Australia
5027,SSR,Sardinian Sky Service,Italy
5028,SSS,SAESA,Spain
5029,SST,Sunwest Airlines,Canada
5030,SSU,SASCA,Venezuela
5031,SSV,Skyservice Airlines,Canada
5032,SSW,Streamline Aviation,United Kingdom
5033,SSY,Sky Aviation,Sierra Leone
5034,SSZ,Specsavers Aviation,United Kingdom
5035,STA,Star Aviation,United Kingdom
5036,STB,Status-Alpha Airline,Ukraine
5037,STC,Stadium City Limited,United Kingdom
5038,STD,Servicios De Aerotransportacion De Aguascalientes,Mexico
5039,STE,Semitool Europe,United Kingdom
5040,STF,SFT-Sudanese Flight,Sudan
5041,STG,"Sedalia, Marshall, Boonville Stage Line",United States
5042,STH,South-Airlines,Armenia
5043,STI,Sontair,Canada
5044,STJ,Sella Aviation,Netherlands
5045,STK,Stobart Air,Ireland
5046,STL,Stapleford Flight Centre,United Kingdom
5047,STO,Streamline Ops,Russia
5048,STQ,Star Air,Indonesia
5049,STU,Servicios de Transportes Aéreos Fueguinos,Argentina
5050,STU,Star African Air,Somali Republic
5051,SUU,Star West Aviation,United States
5052,STV,Saturn Aviation,United States
5053,STW,South West Air Corporation,Philippines
5054,STX,Stars Away Aviation,South Africa
5055,STY,Styrian Airways,Austria
5056,SUA,Silesia Air,Czech Republic
5057,SUB,Suburban Air Freight,United States
5058,SUD,Sudan Airways,Sudan
5059,SUF,Sun Air (Fiji),Fiji
5060,FDY,Sun Air International,United States
5061,SUG,Sunu Air,Senegal
5062,SUH,Sun Light,Kyrgyzstan
5063,SUI,Swiss Air Force,Switzerland
5064,SUK,Superior Aviation Services,Kenya
5065,SUM,State Unitary Air Enterprise,Russia
5066,SUR,Sun Air,Egypt
5067,SUS,Sun Air of Scandinavia,Denmark
5068,URF,Surf Air,United States
5069,SUT,Sistemas Aeronauuticos 2000,Mexico
5070,SUV,Sundance Air,Venezuela
5071,SVA,Saudia,Saudi Arabia
5072,SVD,St. Vincent Grenadines Air (1990),Saint Vincent and the Grenadines
5073,SVF,Swedish Armed Forces,Sweden
5074,AWJ,Sahel Airlines,Niger
5075,SVH,Sterling Helicopters,United Kingdom
5076,SVI,Servicios De Transporte Aéreo,Mexico
5077,SVJ,Silver Air,Djibouti
5078,SVL,Sevastopol-Avia,Ukraine
5079,SVN,Savanair (Angola),Angola
5080,SVO,Servicios Aeronáuticos De Oriente,Mexico
5081,SVS,Servicios Aéreos Saar,Mexico
5082,SVT,Seven Four Eight Air Services,Luxembourg
5083,SVX,Security Aviation,United States
5084,SWA,Southwest Airlines,United States
5085,SWB,Swissboogie Parapro,Switzerland
5086,SWC,South West Air,Canada
5087,SWD,Southern Winds Airlines,Argentina
5088,SWE,Swedeways,Sweden
5089,SWG,Sunwing Airlines,Canada
5090,SWI,Sunworld Airlines,United States
5091,SWJ,StatesWest Airlines,United States
5092,SWO,Surinam International Victory Airline,Suriname
5093,SWP,Star Work Sky,Italy
5094,SWQ,Swift Air (Interstate Equipment Leasing),United States
5095,SWR,Swiss International Air Lines,Switzerland
5096,SWR,Swissair,Switzerland
5097,SDR,Sundair,Germany
5098,SWS,Sunwest Aviation (Lindquist Investment),United States
5099,SWT,Swiftair,Spain
5100,SWU,Swiss Global Air Lines,Switzerland
5101,SWV,Swe Fly,Sweden
5102,SWW,Shovkoviy Shlyah,Ukraine
5103,SWX,Swazi Express Airways,Eswatini
5104,WSW,Swoop,Canada
5105,SWY,Sky Jet,Switzerland
5106,SWZ,"Servair, Private Charter",Switzerland
5107,SWZ,Skywise Airline,South Africa
5108,SXA,Southern Cross Aviation,United States
5109,SXC,Sky Exec Aviation Services,Nigeria
5110,SXE,Southeast Express Airlines,United States
5111,SXM,Servicios Aéreos Especializados Mexicanos,Mexico
5112,SXS,SunExpress,Turkey
5113,SXT,Servicios De Taxi Aéreo,Mexico
5114,SXX,Satellite Aero,United States
5115,SXY,Safari Express Cargo,Kenya
5116,SYA,Skyways,Argentina
5117,SYC,Systec 2000,United States
5118,SYE,Sheba Aviation,Yemen
5119,SYF,Sky One Express Airlines,United States
5120,SYG,Synergy Aviation,United Kingdom
5121,SYI,Sonalysts,United States
5122,SYJ,Slate Falls Airways,Canada
5123,SYK,Satsair,United States
5124,SYN,Syncrude Canada,Canada
5125,SYR,Syrian Arab Airlines,Syrian Arab Republic
5126,SYS,Shawbury Flying Training Unit,United Kingdom
5127,SYV,Special Aviation Systems,United States
5128,SYX,Skywalk Airlines,United States
5129,AZQ,Silk Way Airlines,Azerbaijan
5130,AZG,Silk Way West Airlines,Azerbaijan
5131,SYY,South African Historic Flight,South Africa
5132,SZT,Servicios Aeronáuticos Z,Mexico
5133,BHV,Specavia Air Company,Russia
5134,BLY,Starair,Ireland
5135,BNC,Sundance Air,United States
5136,BRZ,Samara Airlines,Russia
5137,RBG,Air Arabia Egypt,Egypt
5138,CBN,Swedish Civil Aviation Administration,Sweden
5139,CDG,Shandong Airlines,China
5140,CDS,Spectrem Air,South Africa
5141,CEE,Servicios Aéreos Centrales,Mexico
5142,CFL,Swedish Airlines,Sweden
5143,CGL,Seagle Air,Slovakia
5144,CIG,Sirius-Aero,Russia
5145,CNK,Sunwest Home Aviation,Canada
5146,CNO,SAS Braathens,Norway
5147,CQH,Spring Airlines,China
5148,CSC,Sichuan Airlines,China
5149,CSH,Shanghai Airlines,China
5150,CSY,Shuangyang General Aviation,China
5151,CSZ,Shenzhen Airlines,China
5152,CXI,Corendon Airlines Europe,Malta
5153,DKT,Sioux Falls Aviation,United States
5154,DKY,Servicios Aéreos Elite,Spain
5155,DNI,Servicios Aéreos Denim,Mexico
5156,EAB,Swiss Eagle,Switzerland
5157,EAN,Skypower Express Airways,Nigeria
5158,ENR,Scenic Air,Namibia
5159,ERO,Sun D'Or,Israel
5160,ESK,SkyEurope,Slovakia
5161,EXL,Sunshine Express Airlines,Australia
5162,EXY,South African Express,South Africa
5163,FFD,Stuttgarter Flugdienst,Germany
5164,FFH,Shalom Air Services,Nigeria
5165,FJE,Silverjet,United Kingdom
5166,FLH,Sky Bus,United States
5167,GAD,South Coast Aviation,United Kingdom
5168,GDE,Servicios Aéreos Gadel,Mexico
5169,GDG,S.P. Aviation,United States
5170,GIK,Seba Airlines,Guinea
5171,GNA,Servicios Aéreos Gana,Mexico
5172,GSW,Sky Wings Airlines,Greece
5173,GXL,Star XL German Airlines,Germany
5174,HAU,Skyhaul,Japan
5175,HIP,Starship,Mexico
5176,HJE,Servicios Ejecutivos Gosa,Mexico
5177,HKA,Superior Aviation,United States
5178,HLO,Samaritan Air Service,Canada
5179,SJB,SKS Airways,Malaysia
5180,HRI,Skyraidybos Mokymo Centras,Lithuania
5181,HSK,Sky Europe Airlines,Slovakia
5182,HSV,Svenska Direktflyg,Sweden
5183,HSY,Sky Helicopteros,Spain
5184,IGA,Skytaxi,Poland
5185,IJS,Silvair,United States
5186,ILS,Servicios Aéreos Ilsa,Mexico
5187,INK,Sincom-Avia,Ukraine
5188,IRV,Safat Airlines,Iran
5189,IRZ,Saha Airlines Services,Iran
5190,JAM,Sunline Express,Kenya
5191,JCM,Secure Air Charter,United States
5192,JIM,Sark International Airways,United Kingdom
5193,JKK,Spanair,Spain
5194,KKS,Salem,Kazakhstan
5195,KOP,Servicios Aéreos Copters,Chile
5196,KSP,Servicios Aéreos Expecializados En Transportes Petroleros,Colombia
5197,KYR,Sky Aeronautical Services,Mexico
5198,LGU,Servicios Aéreos Ejecutivos De La Laguna,Mexico
5199,LLA,Servico Leo Lopex,Mexico
5200,LLS,Servicios Aéreos Estrella,Mexico
5201,LMG,South African Air Force,South Africa
5202,LMO,Sky One Holdings as Privaira,United States
5203,LRS,Sansa,Costa Rica
5204,LSP,Spectrum Aviation Incorporated,United Kingdom
5205,MCG,SOS Helikoptern Gotland,Sweden
5206,MDT,Sundt Air,Norway
5207,MLO,Servicios Aéreos Milenio,Mexico
5208,MMS,SAAD (A320) Limited,Cayman Islands
5209,MRI,Servicios Aéreos Moritani,Mexico
5210,MRR,San Juan Airlines,United States
5211,MSG,Servico Aéreo Regional,Mozambique
5212,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,Costa Rica
5213,MTG,Servicios Aéreos MTT,Mexico
5214,APD,Sabre Pacific,Australia
5215,SBW,Snowbird Airlines,Finland
5216,NAD,Seulawah Nad Air,Indonesia
5217,NAZ,Servicios Aéreos del Nazas S.A. de C.V.,Mexico
